,Título,Endereço,Número,Bairro,Cidade,Estado,Área,Quartos,Banheiros,Vagas,Preço
1493,"Apartamento com 2 Quartos à Venda, 141m²",Rua Francisco Rocha,165,Batel,Curitiba,PR,141,2,3,3,R$ 2.290.000
1494,"Apartamento com 4 Quartos à Venda, 131m²",Rua Professor Pedro Viriato Parigot de Souza,3901,Ecoville,Curitiba,PR,131,4,3,2,R$ 1.231.529
1495,"Apartamento com 3 Quartos à Venda, 160m²",Rua Vereador Antônio dos Reis Cavalheiro,53,Cabral,Curitiba,PR,160,3,4,2,R$ 1.690.000
1496,"Apartamento com 2 Quartos à Venda, 48m²",Rua Ângelo Tozim,1399,Campo de Santana,Curitiba,PR,48,2,1,1,R$ 169.000
1497,"Apartamento com 2 Quartos à Venda, 48m²",N/I,N/I,N/I,N/I,N/I,48,2,1,1,R$ 448.870
1498,Residencial KAÁ - 181m²,Rua Frederico Cantarelli,831,Bigorrilho,Curitiba,PR,181,2,3,3,R$ 3.258.259
1499,"Apartamento com  Quarto à Venda, 63m²",Rua João Bonat,49,Novo Mundo,Curitiba,PR,63,1,2,1,R$ 399.000
1500,"Apartamento com 3 Quartos à Venda, 59m²",Rua Rosamélia de Oliveira,500,Campo Comprido,Curitiba,PR,59,3,1,1,R$ 250.000
1501,"Apartamento com 3 Quartos à Venda, 244m²",Rua Professor Pedro Viriato Parigot de Souza,3065,Ecoville,Curitiba,PR,244,3,5,4,R$ 3.620.000
1502,"Apartamento com 4 Quartos à Venda, 107m²",Avenida Paraná,1670,Bacacheri,Curitiba,PR,107,4,4,2,R$ 850.000
1503,"Apartamento com 2 Quartos à Venda, 57m²",Rua Francisco Raitani,7153,Capão Raso,Curitiba,PR,57,2,1,1,R$ 325.000
1504,"Apartamento com  Quarto à Venda, 26m²",Rua Casemiro Augusto Rodacki,290,Cidade Industrial,Curitiba,PR,26,1,1,--,R$ 185.900
1505,Residencial KAÁ - 314m²,Rua Frederico Cantarelli,831,Bigorrilho,Curitiba,PR,314,4,5,4,R$ 6.138.666
1506,"Apartamento com 2 Quartos à Venda, 69m²",Rua Schiller,N/I,Cristo Rei,Curitiba,PR,69,2,2,1,R$ 487.000
1507,"Apartamento com 2 Quartos à Venda, 64m²",Rua João Viana Seiler,N/I,Parolin,Curitiba,PR,64,2,2,1,R$ 337.500
1508,"Apartamento com 2 Quartos à Venda, 68m²",Rua Gago Coutinho,310,Bacacheri,Curitiba,PR,68,2,1,1,R$ 640.000
1509,"Apartamento com 3 Quartos à Venda, 99m²",Rua Maria Clara,111,Alto da Glória,Curitiba,PR,99,3,3,2,R$ 1.021.300
1510,"Apartamento com 4 Quartos à Venda, 157m²",Rua Padre Anchieta,1944,Bigorrilho,Curitiba,PR,157,4,3,2,R$ 1.520.000
1511,"Apartamento com 3 Quartos à Venda, 87m²",Travessa Madre Júlia,127,Cristo Rei,Curitiba,PR,87,3,2,2,R$ 890.000
1512,"Apartamento com 3 Quartos à Venda, 134m²",Rua Professor Brazílio Ovídio da Costa,293,Vila Izabel,Curitiba,PR,134,3,2,2,R$ 980.000
1513,Residencial KAÁ - 289m²,Rua Frederico Cantarelli,831,Bigorrilho,Curitiba,PR,289,3,4,4,R$ 5.473.315
1514,"Apartamento com 2 Quartos à Venda, 57m²",Rua das Araras,N/I,Santa Felicidade,Curitiba,PR,57,2,1,1,R$ 539.900
1515,"Apartamento com 2 Quartos à Venda, 50m²",Rua Fioravante Dalla Stella,262,Jardim Botânico,Curitiba,PR,50,2,2,1,R$ 370.000
1516,"Apartamento com 2 Quartos à Venda, 70m²",Rua José Clementino Bettega,120,Capão Raso,Curitiba,PR,70,2,2,1,R$ 490.000
1517,"Apartamento com 3 Quartos à Venda, 223m²",Rua Elvira Harkot Ramina,N/I,Mossunguê,Curitiba,PR,223,3,5,3,R$ 1.650.000
1518,"Apartamento com 3 Quartos à Venda, 107m²",N/I,N/I,Champagnat,Curitiba,PR,107,3,3,2,R$ 1.564.000
1519,"Apartamento com 2 Quartos à Venda, 87m²",Rua Mateus Leme,3945,São Lourenço,Curitiba,PR,87,2,3,2,R$ 830.000
1520,Residencial KAÁ - 219m²,Rua Frederico Cantarelli,831,Bigorrilho,Curitiba,PR,219,3,4,4,R$ 4.434.064
1521,"Apartamento com 3 Quartos à Venda, 158m²",Rua José Cadilhe,804,Água Verde,Curitiba,PR,158,3,4,3,R$ 2.100.000
1522,"Apartamento com  Quarto à Venda, 34m²",Rua André de Barros,419,Centro,Curitiba,PR,34,1,1,--,R$ 298.500
1523,"Apartamento com 3 Quartos à Venda, 232m²",Rua Brasílio Itiberê,3582,Água Verde,Curitiba,PR,232,3,5,2,"R$ 1.290.000
                        
Preço abaixo do mercado"
1524,"Apartamento com 3 Quartos à Venda, 111m²",Rua Guaratuba,51,Ahú,Curitiba,PR,111,3,3,2,R$ 1.130.000
1525,"Apartamento com 3 Quartos à Venda, 115m²",Rua Bruno Filgueira,2001,Champagnat,Curitiba,PR,115,3,3,2,R$ 875.000
1526,"Apartamento com 2 Quartos à Venda, 70m²",Rua Barão de Guaraúna,N/I,Alto da Glória,Curitiba,PR,70,2,1,--,"R$ 670.000
                        
Preço abaixo do mercado"
1527,Residencial KAÁ - 391m²,Rua Frederico Cantarelli,831,Bigorrilho,Curitiba,PR,391,3,4,4,R$ 7.993.872
1528,"Apartamento com 3 Quartos à Venda, 108m²",N/I,N/I,Champagnat,Curitiba,PR,108,3,2,2,R$ 1.638.048
1529,"Apartamento com 2 Quartos à Venda, 44m²",Rua João Dembinski,1991,Cidade Industrial,Curitiba,PR,44,2,1,1,R$ 180.000
1530,"Apartamento com 2 Quartos à Venda, 118m²",Rua Riachuelo,300,Centro,Curitiba,PR,118,2,3,1,"R$ 380.000
                        
Preço abaixo do mercado"
1531,"Apartamento com 3 Quartos à Venda, 70m²",Rua Amazonas,850,Água Verde,Curitiba,PR,70,3,2,1,R$ 365.000
1532,"Apartamento com 2 Quartos à Venda, 52m²",Rua Gerhard Heinrichs,323,Xaxim,Curitiba,PR,52,2,1,1,R$ 288.900
1533,"Apartamento com 3 Quartos à Venda, 162m²",Avenida Iguaçu,2713,Água Verde,Curitiba,PR,162,3,1,2,R$ 1.995.000
1534,KAÁ,Rua Frederico Cantarelli,831,Bigorrilho,Curitiba,PR,181-1043,2-5,2-6,4-7,N/I
1535,"Apartamento com 3 Quartos à Venda, 71m²",Rua Tobias de Macedo Júnior,1138,Santo Inácio,Curitiba,PR,71,3,2,2,R$ 542.000
1536,"Apartamento com 3 Quartos à Venda, 91m²",Rua Mato Grosso,30,Água Verde,Curitiba,PR,91,3,3,1,R$ 570.000
1537,"Apartamento com 3 Quartos à Venda, 120m²",Rua Monsenhor Ivo Zanlorenzi,3455,Ecoville,Curitiba,PR,120,3,4,2,"R$ 1.107.000
                        
Preço abaixo do mercado"
1538,"Apartamento com 2 Quartos à Venda, 83m²",Rua Coronel Amazonas Marcondes,292,Cabral,Curitiba,PR,83,2,2,1,R$ 789.385
1539,"Apartamento com  Quarto à Venda, 24m²",N/I,N/I,Rebouças,Curitiba,PR,24,1,1,1,R$ 309.200
1540,"Apartamento com 3 Quartos à Venda, 183m²",Rua Ubaldino do Amaral,231,Alto da Glória,Curitiba,PR,183,3,5,2,"R$ 995.000
                        
Preço abaixo do mercado"
1541,Terrasse Lilas,Rua Ricardo Lemos,445,Ahú,Curitiba,PR,119-153,3,3-4,2-3,"De R$ 1.231.000 até R$ 1.955.000
                          
                            R$ 1.231.000"
1542,"Apartamento com 2 Quartos à Venda, 42m²",Avenida Pero Vaz de Caminha,700,Tatuquara,Curitiba,PR,42,2,1,--,R$ 165.000
1543,"Apartamento com 3 Quartos à Venda, 107m²",Rua Mariano Torres,573,Centro,Curitiba,PR,107,3,3,2,R$ 1.247.300
1544,"Apartamento com 2 Quartos à Venda, 74m²",Rua Brigadeiro Arthur Carlos Peralta,N/I,Boa Vista,Curitiba,PR,74,2,1,1,R$ 495.000
1545,"Apartamento com 2 Quartos à Venda, 63m²",Avenida Santa Bernadethe,101,Portão,Curitiba,PR,63,2,1,1,R$ 435.000
1546,"Apartamento com 2 Quartos à Venda, 59m²",Rua Vicente Ciccarino,1220,Boa Vista,Curitiba,PR,59,2,2,1,R$ 505.900
1547,"Apartamento com 3 Quartos à Venda, 100m²",Rua Coronel Ottoni Maciel,373,Vila Izabel,Curitiba,PR,100,3,3,1,"R$ 510.000
                        
Preço abaixo do mercado"
1548,"Apartamento com 3 Quartos à Venda, 92m²",Rua Monsenhor Ivo Zanlorenzi,N/I,Cidade Industrial,Curitiba,PR,92,3,1,1,R$ 1.015.528
1549,Insight - 106m²,Rua Guararapes,1663,Vila Izabel,Curitiba,PR,106,2-3,3,1-2,R$ 1.426.005
1550,"Apartamento com 3 Quartos à Venda, 84m²",Rua Professor Luiz César,811,Água Verde,Curitiba,PR,84,3,1,2,R$ 899.900
1551,"Apartamento com 3 Quartos à Venda, 81m²",N/I,N/I,Cristo Rei,Curitiba,PR,81,3,1,1,R$ 793.300
1552,"Apartamento com 3 Quartos à Venda, 89m²",N/I,N/I,Ecoville,Curitiba,PR,89,3,1,2,R$ 950.000
1553,"Apartamento com  Quarto à Venda, 27m²",Rua Barão do Rio Branco,N/I,Centro,Curitiba,PR,27,1,1,--,R$ 260.000
1554,"Apartamento com 2 Quartos à Venda, 58m²",Rua Vicente Ciccarino,N/I,Boa Vista,Curitiba,PR,58,2,2,1,R$ 515.900
1555,"Apartamento com 3 Quartos à Venda, 70m²",Rua Vinte e Nove de Junho,267,Bacacheri,Curitiba,PR,70,3,2,1,R$ 590.000
1556,Insight - 83m²,Rua Guararapes,1663,Vila Izabel,Curitiba,PR,83,2,2,1-2,R$ 1.072.801
1557,"Apartamento com 2 Quartos à Venda, 57m²",Rua Barão de Guaraúna,N/I,Alto da Glória,Curitiba,PR,57,2,1,1,R$ 549.000
1558,"Apartamento com 3 Quartos à Venda, 91m²",Alameda Cabral,N/I,São Francisco,Curitiba,PR,91,3,2,2,R$ 860.000
1559,"Apartamento com 3 Quartos à Venda, 105m²",Rua José Izidoro Biazetto,1537,Campo Comprido,Curitiba,PR,105,3,2,2,R$ 968.000
1560,"Apartamento com 3 Quartos à Venda, 62m²",Rua Professor Rodolfo Belz,790,Santa Cândida,Curitiba,PR,62,3,1,2,R$ 239.000
1561,"Apartamento com 2 Quartos à Venda, 73m²",Rua Alberto Potier,30,Boa Vista,Curitiba,PR,73,2,2,1,R$ 719.000
1562,"Apartamento com 3 Quartos à Venda, 74m²",Rua Bororós,1341,Vila Izabel,Curitiba,PR,74,3,1,1,R$ 580.000
1563,Insight - 112m²,Rua Guararapes,1663,Vila Izabel,Curitiba,PR,112,2-3,3,1-2,R$ 1.439.711
1564,"Apartamento com 4 Quartos à Venda, 434m²",N/I,N/I,Campina do Siqueira,Curitiba,PR,434,4,6,5,R$ 8.706.730
1565,"Apartamento com 2 Quartos à Venda, 70m²",Rua Odilon de Santa Rita Borba,23,Bacacheri,Curitiba,PR,70,2,2,1,R$ 564.560
1566,"Apartamento com 3 Quartos à Venda, 67m²",Rua Bento Viana,N/I,Água Verde,Curitiba,PR,67,3,1,1,R$ 335.000
1567,"Apartamento com 4 Quartos à Venda, 131m²",Rua General Aristides Athayde Júnior,673,Bigorrilho,Curitiba,PR,131,4,3,2,R$ 679.000
1568,"Apartamento com 4 Quartos à Venda, 237m²",Avenida Visconde de Guarapuava,4921,Batel,Curitiba,PR,237,4,5,2,R$ 1.650.000
1569,"Apartamento com 3 Quartos à Venda, 90m²",Rua Ângelo Zamir Biasi,55,Atuba,Curitiba,PR,90,3,2,1,"R$ 340.000
                        
Preço abaixo do mercado"
1570,Insight - 113m²,Rua Guararapes,1663,Vila Izabel,Curitiba,PR,113,2-3,3,1-2,R$ 1.305.845
1571,"Apartamento com 3 Quartos à Venda, 107m²",Rua Coronel Ottoni Maciel,N/I,Vila Izabel,Curitiba,PR,107,3,1,2,R$ 1.380.000
1572,"Apartamento com 3 Quartos à Venda, 102m²",Rua Reinaldino Schaffenberg de Quadros,0,Cristo Rei,Curitiba,PR,102,3,3,2,R$ 1.196.876
1573,"Apartamento com  Quarto à Venda, 39m²",Rua Ubaldino do Amaral,755,Alto da Rua XV,Curitiba,PR,39,1,1,1,R$ 414.000
1574,"Apartamento com 3 Quartos à Venda, 118m²",Rua Padre Agostinho,1221,Mercês,Curitiba,PR,118,3,3,2,R$ 1.500.000
1575,"Apartamento com 3 Quartos à Venda, 98m²",Avenida João Gualberto,575,Alto da Glória,Curitiba,PR,98,3,3,2,"R$ 751.000
                        
Preço abaixo do mercado"
1576,"Apartamento com 2 Quartos à Venda, 47m²",N/I,N/I,N/I,N/I,N/I,47,2,1,1,R$ 419.000
1577,Residencial Insight - 82m²,Rua Guararapes,1663,Vila Izabel,Curitiba,PR,82,2,2,1,R$ 1.064.933
1578,"Apartamento com 2 Quartos à Venda, 52m²",Rua Alberto Kosop,280,Pinheirinho,Curitiba,PR,52,2,2,2,R$ 329.999
1579,"Apartamento com  Quarto à Venda, 29m²",Rua da Trindade,867,Cajuru,Curitiba,PR,29,1,1,2,R$ 194.000
1580,"Apartamento com 3 Quartos à Venda, 111m²",Rua Canadá,533,Boa Vista,Curitiba,PR,111,3,3,3,R$ 1.228.477
1581,"Apartamento com  Quarto à Venda, 36m²",Praça Padre João Bagozzi,3865,Portão,Curitiba,PR,36,1,1,1,R$ 254.800
1582,"Apartamento com  Quarto à Venda, 27m²",Rua Desembargador Westphalen,450,Centro,Curitiba,PR,27,1,1,--,R$ 260.000
1583,"Apartamento com 3 Quartos à Venda, 120m²",Rua Romédio Dorigo,85,Água Verde,Curitiba,PR,120,3,3,3,R$ 1.350.000
1584,"Apartamento com 2 Quartos à Venda, 42m²",Avenida Pero Vaz de Caminha,N/I,Tatuquara,Curitiba,PR,42,2,1,1,R$ 139.000
1585,Residencial Insight,Rua Guararapes,1663,Vila Izabel,Curitiba,PR,82-95,2-3,2,1,"De R$ 1.057.413 até R$ 1.290.173
                          
                            R$ 1.057.413"
1586,"Apartamento com 4 Quartos à Venda, 369m²",Rua Clóvis Beviláqua,160,Cabral,Curitiba,PR,369,4,6,4,"R$ 2.990.000
                        
Preço abaixo do mercado"
1587,"Apartamento com 2 Quartos à Venda, 57m²",Rua Presidente Epitácio Pessoa,N/I,Tarumã,Curitiba,PR,57,2,1,1,R$ 502.000
1588,"Apartamento com 3 Quartos à Venda, 106m²",Rua Jovino do Rosário,448,Boa Vista,Curitiba,PR,106,3,3,2,R$ 1.150.000
1589,"Apartamento com 2 Quartos à Venda, 89m²",Rua Buenos Aires,492,Batel,Curitiba,PR,89,2,2,1,R$ 880.000
1590,"Apartamento com 3 Quartos à Venda, 123m²",Rua Martim Afonso,2261,Bigorrilho,Curitiba,PR,123,3,3,1,R$ 995.000
1591,"Apartamento com 2 Quartos à Venda, 50m²",Rua Eduardo Pinto da Rocha,3171,Sitio Cercado,Curitiba,PR,50,2,1,1,R$ 170.000
1592,Residencial Insight - 95m²,Rua Guararapes,1663,Vila Izabel,Curitiba,PR,95,3,2,1,R$ 1.299.348
1593,"Apartamento com 2 Quartos à Venda, 60m²",Rua Tenente Miguel Afonso Ribeiro Cubas,71,Capão Raso,Curitiba,PR,60,2,2,1,R$ 495.000
1594,"Apartamento com 3 Quartos à Venda, 135m²",Rua Jerônimo Durski,1557,Bigorrilho,Curitiba,PR,135,3,4,3,R$ 2.199.000
1595,"Apartamento com 3 Quartos à Venda, 172m²",Rua Pedro Collere,299,Vila Izabel,Curitiba,PR,172,3,5,3,R$ 2.151.363
1596,"Apartamento com 2 Quartos à Venda, 50m²",N/I,N/I,Sitio Cercado,Curitiba,PR,50,2,1,1,R$ 156.000
1597,"Apartamento com 3 Quartos à Venda, 165m²",Rua Gutemberg,301,Batel,Curitiba,PR,165,3,5,3,R$ 2.400.000
1598,"Apartamento com 2 Quartos à Venda, 70m²",Alameda Cabral,680,Centro,Curitiba,PR,70,2,2,2,R$ 655.000
1599,Terrasse Étoile,Rua Guaratuba,51,Ahú,Curitiba,PR,110-174,3,3-4,2-3,"De R$ 1.130.000 até R$ 1.294.000
                          
                            R$ 1.130.000"
1600,"Apartamento com 2 Quartos à Venda, 67m²",Rua Pedro Krasinski,236,Capão Raso,Curitiba,PR,67,2,2,1,R$ 445.000
1601,"Apartamento com 3 Quartos à Venda, 183m²",Rua Ubaldino do Amaral,231,Alto da Glória,Curitiba,PR,183,3,4,2,R$ 995.000
1602,"Apartamento com 3 Quartos à Venda, 79m²",Rua Arthur Mohr,N/I,Portão,Curitiba,PR,79,3,3,1,R$ 728.000
1603,"Apartamento com 2 Quartos à Venda, 55m²",N/I,N/I,Campo Comprido,Curitiba,PR,55,2,1,1,R$ 380.000
1604,"Apartamento com 3 Quartos à Venda, 206m²",Rua Belém,N/I,Cabral,Curitiba,PR,206,3,1,2,R$ 2.770.162
1605,"Apartamento com  Quarto à Venda, 30m²",Rua Doutor Joaquim Ignácio Silveira da Motta,N/I,Uberaba,Curitiba,PR,30,1,1,--,R$ 205.000
1606,Edifício Porto,Rua Professor Sebastião Paraná,245,Vila Izabel,Curitiba,PR,33-77,1-3,1-2,1-2,"De R$ 290.000 até R$ 640.000
                          
                            R$ 290.000"
1607,"Apartamento com 3 Quartos à Venda, 60m²",Rua da Constituição,142,Pinheirinho,Curitiba,PR,60,3,1,1,"R$ 266.000
                        
Preço abaixo do mercado"
1608,"Apartamento com 3 Quartos à Venda, 86m²",Rua Palmeiras,725,Água Verde,Curitiba,PR,86,3,2,1,R$ 548.900
1609,"Apartamento com 3 Quartos à Venda, 66m²",Rua Brasílio Bacellar Filho,232,Tingui,Curitiba,PR,66,3,1,1,"R$ 199.900
                        
Preço abaixo do mercado"
1610,"Apartamento com 3 Quartos à Venda, 133m²",Rua Machado de Assis,660,Juvevê,Curitiba,PR,133,3,4,3,R$ 1.649.000
1611,"Apartamento com 4 Quartos à Venda, 179m²",Rua Comendador Macedo,1115,Centro,Curitiba,PR,179,4,4,2,"R$ 890.000
                        
Preço abaixo do mercado"
1612,"Apartamento com 2 Quartos à Venda, 41m²",Rua Padre Anchieta,2224,Champagnat,Curitiba,PR,41,2,1,1,R$ 359.000
1613,Lunetto,Avenida República Argentina,1793,Água Verde,Curitiba,PR,22-34,1,1,--,"De R$ 246.400 até R$ 383.200
                          
                            R$ 246.400"
1614,"Apartamento com 3 Quartos à Venda, 153m²",N/I,N/I,Água Verde,Curitiba,PR,153,3,5,3,R$ 2.460.000
1615,"Apartamento com 3 Quartos à Venda, 107m²",Rua Coronel Ottoni Maciel,404,Vila Izabel,Curitiba,PR,107,3,1,2,R$ 1.060.000
1616,"Apartamento com 3 Quartos à Venda, 105m²",Rua Constantino Marochi,N/I,Juvevê,Curitiba,PR,105,3,1,2,R$ 1.085.000
1617,"Apartamento com  Quarto à Venda, 31m²",N/I,N/I,Água Verde,Curitiba,PR,31,1,1,1,R$ 335.876
1618,"Apartamento com 2 Quartos à Venda, 34m²",Rua Esper Jorge Chueri,N/I,Cajuru,Curitiba,PR,34,2,1,2,R$ 289.900
1619,"Apartamento com 2 Quartos à Venda, 44m²",Avenida da República,3165,Portão,Curitiba,PR,44,2,1,--,R$ 363.178
1620,"Apartamento com 2 Quartos à Venda, 66m²",Rua Salomão Guelmann,N/I,Novo Mundo,Curitiba,PR,66,2,2,1,R$ 462.000
1621,Residencial Gran Solare,Rua Urbano Lopes,267,Cristo Rei,Curitiba,PR,100-159,2-3,3-4,2,"De R$ 899.405 até R$ 2.775.300
                          
                            R$ 899.405"
1622,"Apartamento com 3 Quartos à Venda, 61m²",Rua João Bettega,4301,Portão,Curitiba,PR,61,3,2,1,R$ 375.510
1623,"Apartamento com 3 Quartos à Venda, 235m²",N/I,N/I,Cabral,Curitiba,PR,235,3,5,4,R$ 5.191.624
1624,"Apartamento com 3 Quartos à Venda, 102m²",Alameda Presidente Taunay,1091,Bigorrilho,Curitiba,PR,102,3,3,3,"R$ 850.000
                        
Preço abaixo do mercado"
1625,"Apartamento com 3 Quartos à Venda, 98m²",Rua Maria Clara,111,Alto da Glória,Curitiba,PR,98,3,3,2,R$ 1.220.000
1626,"Apartamento com 3 Quartos à Venda, 274m²",Rua Clara Vendramin,N/I,Mossunguê,Curitiba,PR,274,3,1,3,"R$ 1.617.640
                        
Preço abaixo do mercado"
1627,"Apartamento com 2 Quartos à Venda, 69m²",Rua Professor Guido Straube,773,Vila Izabel,Curitiba,PR,69,2,2,1,R$ 710.000
1628,Residencial Gran Solare - 147m²,Rua Urbano Lopes,267,Cristo Rei,Curitiba,PR,147,3,4,2,R$ 1.323.482
1629,"Apartamento com 2 Quartos à Venda, 66m²",Rua Euclides da Cunha,1530,Bigorrilho,Curitiba,PR,66,2,2,1,R$ 670.000
1630,"Apartamento com 3 Quartos à Venda, 69m²",N/I,N/I,Cajuru,Curitiba,PR,69,3,1,2,R$ 449.999
1631,"Apartamento com  Quarto à Venda, 45m²",N/I,N/I,Portão,Curitiba,PR,45,1,1,--,R$ 369.000
1632,"Apartamento com  Quarto à Venda, 46m²",Avenida Visconde de Guarapuava,2764,Centro,Curitiba,PR,46,1,1,1,R$ 420.000
1633,"Apartamento com 3 Quartos à Venda, 145m²",Rua Ângelo Nabosne,140,Ecoville,Curitiba,PR,145,3,4,2,R$ 1.431.000
1634,"Apartamento com 3 Quartos à Venda, 99m²",Rua Doutor Goulin,1952,Alto da Glória,Curitiba,PR,99,3,2,2,R$ 1.189.000
1635,Residencial Gran Solare,Rua Urbano Lopes,267,Cristo Rei,Curitiba,PR,138,2,3,2,R$ 2.312.025
1636,"Apartamento com 4 Quartos à Venda, 228m²",Alameda Júlia da Costa,941,Bigorrilho,Curitiba,PR,228,4,5,2,R$ 1.500.000
1637,"Apartamento com  Quarto à Venda, 38m²",Rua José Cadilhe,415,Água Verde,Curitiba,PR,38,1,1,--,R$ 367.900
1638,"Apartamento com  Quarto à Venda, 30m²",Rua Lamenha Lins,N/I,Centro,Curitiba,PR,30,1,1,--,R$ 346.000
1639,"Apartamento com 2 Quartos à Venda, 130m²",Rua Euclides da Cunha,913,Bigorrilho,Curitiba,PR,130,2,3,3,R$ 2.300.953
1640,"Apartamento com 3 Quartos à Venda, 114m²",Rua Doutor Leão Mocellin,N/I,Santa Felicidade,Curitiba,PR,114,3,2,2,R$ 894.900
1641,"Apartamento com 3 Quartos à Venda, 71m²",Rua Tobias de Macedo Júnior,1138,Santo Inácio,Curitiba,PR,71,3,2,2,R$ 566.800
1642,Residencial Gran Solare,Rua Urbano Lopes,267,Cristo Rei,Curitiba,PR,128,3,4,2,R$ 1.150.912
1643,"Apartamento com 4 Quartos à Venda, 132m²",Rua Professor Pedro Viriato Parigot de Souza,3901,Ecoville,Curitiba,PR,132,4,4,2,R$ 1.224.199
1644,"Apartamento com  Quarto à Venda, 18m²",Avenida Silva Jardim,901,Rebouças,Curitiba,PR,18,1,1,--,R$ 249.900
1645,"Apartamento com 4 Quartos à Venda, 437m²",Rua Luísa Dariva,99,Campina do Siqueira,Curitiba,PR,437,4,1,5,R$ 9.512.895
1646,"Apartamento com 3 Quartos à Venda, 90m²",Rua Quintino Bocaiúva,280,Cabral,Curitiba,PR,90,3,2,2,R$ 1.125.000
1647,"Apartamento com 2 Quartos à Venda, 60m²",Rua Treze de Maio,100,Centro,Curitiba,PR,60,2,1,--,R$ 419.890
1648,"Apartamento com 3 Quartos à Venda, 115m²",Rua Deputado Joaquim José Pedrosa,281,Cabral,Curitiba,PR,115,3,3,1,"R$ 557.000
                        
Preço abaixo do mercado"
1649,Residencial Gran Solare,Rua Urbano Lopes,267,Cristo Rei,Curitiba,PR,100,2,3,2,R$ 899.405
1650,"Apartamento com 3 Quartos à Venda, 106m²",Rua Mariano Torres,573,Centro,Curitiba,PR,106,3,2,1,R$ 1.065.300
1651,"Apartamento com 2 Quartos à Venda, 69m²",Rua Engenheiros Rebouças,N/I,Rebouças,Curitiba,PR,69,2,1,2,R$ 650.000
1652,"Apartamento com 3 Quartos à Venda, 77m²",Rua Engenheiros Rebouças,2337,Rebouças,Curitiba,PR,77,3,2,2,R$ 599.000
1653,"Apartamento com  Quarto à Venda, 33m²",Avenida Sete de Setembro,3050,Centro,Curitiba,PR,33,1,1,--,R$ 210.000
1654,"Apartamento com 3 Quartos à Venda, 153m²",Avenida Visconde de Guarapuava,4125,Batel,Curitiba,PR,153,3,3,4,R$ 1.100.000
1655,"Apartamento com 3 Quartos à Venda, 68m²",Rua Assis Figueiredo,1315,Guaíra,Curitiba,PR,68,3,2,1,R$ 350.000
1656,"Apartamento com 2 Quartos à Venda, 90m²",Rua Padre Agostinho,1191,Mercês,Curitiba,PR,90,2,3,2,R$ 1.169.000
1657,Terrasse Élégant,Rua Guaratuba,132,Ahú,Curitiba,PR,90-154,2-3,3-4,1-3,"De R$ 879.000 até R$ 1.798.000
                          
                            R$ 879.000"
1658,"Apartamento com 2 Quartos à Venda, 49m²",Rua Padre Paulo Canelles,349,Santa Cândida,Curitiba,PR,49,2,1,1,R$ 210.000
1659,"Apartamento com 2 Quartos à Venda, 48m²",Rua Azioly Maria Luiza Cuthma,126,Cidade Industrial,Curitiba,PR,48,2,1,1,R$ 334.848
1660,"Apartamento com 3 Quartos à Venda, 128m²",N/I,N/I,Ecoville,Curitiba,PR,128,3,4,2,R$ 1.635.000
1661,"Apartamento com 2 Quartos à Venda, 43m²",Rua Agenor Antônio Rodrigues,N/I,Sitio Cercado,Curitiba,PR,43,2,1,1,R$ 160.000
1662,"Apartamento com 3 Quartos à Venda, 74m²",N/I,N/I,Novo Mundo,Curitiba,PR,74,3,2,2,R$ 592.000
1663,"Apartamento com 3 Quartos à Venda, 189m²",Rua General Aristides Athayde Júnior,N/I,Bigorrilho,Curitiba,PR,189,3,3,3,"R$ 1.760.000
                        
Preço abaixo do mercado"
1664,Vitra,Rua Guilherme Pugsley,1876,Água Verde,Curitiba,PR,138-286,3,3-4,2-4,N/I
1665,"Apartamento com 2 Quartos à Venda, 69m²",Travessa Madre Júlia,N/I,Cristo Rei,Curitiba,PR,69,2,2,1,R$ 594.800
1666,"Apartamento com 2 Quartos à Venda, 63m²",Rua Alferes Ângelo Sampaio,1090,Batel,Curitiba,PR,63,2,2,1,"R$ 360.000
                        
Preço abaixo do mercado"
1667,"Apartamento com 2 Quartos à Venda, 61m²",Avenida Presidente Affonso Camargo,1777,Jardim Botânico,Curitiba,PR,61,2,1,1,R$ 579.800
1668,"Apartamento com 2 Quartos à Venda, 80m²",Rua Euclides da Cunha,1501,Champagnat,Curitiba,PR,80,2,2,1,R$ 790.000
1669,"Apartamento com 4 Quartos à Venda, 524m²",Rua Frederico Cantarelli,831,Bigorrilho,Curitiba,PR,524,4,4,5,R$ 7.662.627
1670,"Apartamento com 3 Quartos à Venda, 104m²",Rua Piauí,988,Parolin,Curitiba,PR,104,3,3,1,"R$ 330.000
                        
Preço abaixo do mercado"
1671,Residencial Jardins Getúlio - 68m²,Avenida Presidente Getúlio Vargas,4167,Vila Izabel,Curitiba,PR,68,2,3,1,R$ 653.400
1672,"Apartamento com 3 Quartos à Venda, 106m²",Rua Mariano Torres,573,Centro,Curitiba,PR,106,3,3,2,R$ 1.200.000
1673,"Apartamento com 2 Quartos à Venda, 77m²",Rua Professor Assis Gonçalves,911,Água Verde,Curitiba,PR,77,2,2,2,R$ 880.500
1674,"Apartamento com 2 Quartos à Venda, 75m²",Rua Professor Guido Straube,75,Água Verde,Curitiba,PR,75,2,2,1,R$ 730.000
1675,"Apartamento com 3 Quartos à Venda, 47m²",Avenida Juscelino Kubitschek de Oliveira,119,Cidade Industrial,Curitiba,PR,47,3,1,1,R$ 340.307
