,Título,Endereço,Número,Bairro,Cidade,Estado,Área,Quartos,Banheiros,Vagas,Preço
1676,"Apartamento com 2 Quartos à Venda, 61m²",Rua José de Alencar,N/I,Alto da Rua XV,Curitiba,PR,61,2,2,--,R$ 432.000
1677,"Apartamento com 2 Quartos à Venda, 58m²",Rua das Araras,N/I,Santa Felicidade,Curitiba,PR,58,2,1,1,R$ 499.900
1678,Residencial Jardins Getúlio - 65m²,Avenida Presidente Getúlio Vargas,4167,Vila Izabel,Curitiba,PR,65,2,1,1,R$ 626.700
1679,"Apartamento com 4 Quartos à Venda, 110m²",Rua Coronel Amazonas Marcondes,1065,Cabral,Curitiba,PR,110,4,3,2,"R$ 625.000
                        
Preço abaixo do mercado"
1680,"Apartamento com 2 Quartos à Venda, 56m²",Rua Desembargador Lauro Sodré Lopes,100,Portão,Curitiba,PR,56,2,2,1,R$ 488.639
1681,"Apartamento com 3 Quartos à Venda, 94m²",Rua Canadá,417,Bacacheri,Curitiba,PR,94,3,2,2,R$ 800.800
1682,"Apartamento com 2 Quartos à Venda, 83m²",Avenida do Batel,1550,Batel,Curitiba,PR,83,2,3,1,R$ 1.380.000
1683,"Apartamento com 3 Quartos à Venda, 130m²",Rua Monsenhor Manoel Vicente,709,Água Verde,Curitiba,PR,130,3,5,2,"R$ 1.150.000
                        
Preço abaixo do mercado"
1684,"Apartamento com 2 Quartos à Venda, 60m²",Alameda Júlia da Costa,2415,Bigorrilho,Curitiba,PR,60,2,2,1,R$ 688.505
1685,Residencial Jardins Getúlio,Avenida Presidente Getúlio Vargas,4167,Vila Izabel,Curitiba,PR,65-68,2,2-3,1,"De R$ 626.700 até R$ 653.400
                          
                            R$ 626.700"
1686,"Apartamento com 4 Quartos à Venda, 524m²",Rua Desembargador Otávio do Amaral,430,Bigorrilho,Curitiba,PR,524,4,4,2,R$ 3.100.000
1687,"Apartamento com 2 Quartos à Venda, 52m²",Rua Alberto Kosop,280,Pinheirinho,Curitiba,PR,52,2,2,1,R$ 329.999
1688,"Apartamento com 3 Quartos à Venda, 101m²",Avenida Visconde de Guarapuava,N/I,Batel,Curitiba,PR,101,3,4,1,R$ 890.000
1689,"Apartamento com 3 Quartos à Venda, 131m²",Rua Belém,165,Cabral,Curitiba,PR,131,3,1,2,R$ 1.485.000
1690,"Apartamento com 4 Quartos à Venda, 185m²",Rua Haroldo Euclydes Souza,140,Ecoville,Curitiba,PR,185,4,5,3,R$ 1.765.000
1691,"Apartamento com 2 Quartos à Venda, 48m²",Rua Lothario Boutin,N/I,Pinheirinho,Curitiba,PR,48,2,1,1,R$ 370.000
1692,"Apartamento com 3 Quartos à Venda, 134m²",Rua Professor Brazílio Ovídio da Costa,293,Portão,Curitiba,PR,134,3,3,2,"R$ 980.000
                        
Preço abaixo do mercado"
1693,Residencial Casa Milano - 125m²,Rua Martim Afonso,2888,Bigorrilho,Curitiba,PR,125,2,3,2,R$ 1.756.900
1694,"Apartamento com 3 Quartos à Venda, 168m²",Rua Alberto Folloni,N/I,Ahú,Curitiba,PR,168,3,4,3,R$ 1.858.243
1695,"Apartamento com 3 Quartos à Venda, 105m²",Rua Ângelo Nabosne,140,Mossunguê,Curitiba,PR,105,3,4,2,R$ 1.464.926
1696,"Apartamento com 3 Quartos à Venda, 117m²",Rua Castro,800,Água Verde,Curitiba,PR,117,3,4,3,"R$ 1.150.000
                        
Preço abaixo do mercado"
1697,"Apartamento com  Quarto à Venda, 38m²",Rua Rogério Pereira de Camargo,187,Ecoville,Curitiba,PR,38,1,1,1,R$ 307.900
1698,"Apartamento com 2 Quartos à Venda, 173m²",Rua Saint Hilaire,685,Água Verde,Curitiba,PR,173,2,3,2,R$ 2.220.540
1699,"Apartamento com 3 Quartos à Venda, 142m²",Rua Martim Afonso,N/I,Mercês,Curitiba,PR,142,3,5,2,R$ 1.603.500
1700,Residencial Casa Milano - 127m²,Rua Martim Afonso,2888,Bigorrilho,Curitiba,PR,127,2,3,3,R$ 1.944.900
1701,"Apartamento com 4 Quartos à Venda, 185m²",Rua Haroldo Euclydes Souza,N/I,Ecoville,Curitiba,PR,185,4,5,3,R$ 1.680.000
1702,"Apartamento com 3 Quartos à Venda, 208m²",Rua Chichorro Júnior,244,Cabral,Curitiba,PR,208,3,4,3,"R$ 1.500.000
                        
Preço abaixo do mercado"
1703,"Apartamento com 3 Quartos à Venda, 96m²",Avenida Visconde de Guarapuava,3670,Batel,Curitiba,PR,96,3,2,1,R$ 971.900
1704,"Apartamento com 2 Quartos à Venda, 57m²",Avenida Presidente Wenceslau Braz,1893,Guaíra,Curitiba,PR,57,2,2,--,R$ 349.000
1705,"Apartamento com 2 Quartos à Venda, 58m²",Rua Irmãs Paulinas,5445,Capão Raso,Curitiba,PR,58,2,1,1,R$ 240.000
1706,"Apartamento com 3 Quartos à Venda, 87m²",Rua Engenheiros Rebouças,N/I,Rebouças,Curitiba,PR,87,3,2,2,R$ 940.000
1707,Residencial Casa Milano - 159m²,Rua Martim Afonso,2888,Bigorrilho,Curitiba,PR,159,3,4,3,R$ 2.464.900
1708,"Apartamento com 2 Quartos à Venda, 57m²",Rua José Fernandes Maldonado,970,Bairro Alto,Curitiba,PR,57,2,1,1,R$ 225.000
1709,"Apartamento com 4 Quartos à Venda, 268m²",Avenida Nossa Senhora da Luz,N/I,Bacacheri,Curitiba,PR,268,4,4,4,R$ 4.586.559
1710,"Apartamento com 3 Quartos à Venda, 118m²",Rua Padre Agostinho,1221,Mercês,Curitiba,PR,118,3,4,2,R$ 1.600.000
1711,"Apartamento com 4 Quartos à Venda, 274m²",Rua Rosa Kaint Nadolny,196,Ecoville,Curitiba,PR,274,4,4,3,R$ 3.600.000
1712,"Apartamento com 2 Quartos à Venda, 45m²",N/I,N/I,N/I,N/I,N/I,45,2,1,1,R$ 275.000
1713,"Apartamento com 3 Quartos à Venda, 148m²",Rua Padre Antônio,235,Alto da Glória,Curitiba,PR,148,3,3,3,R$ 2.080.000
1714,Residencial Casa Milano - 161m²,Rua Martim Afonso,2888,Bigorrilho,Curitiba,PR,161,3,4,2,R$ 2.380.900
1715,"Apartamento com 3 Quartos à Venda, 128m²",Rua João Stenzowski,103,Novo Mundo,Curitiba,PR,128,3,2,1,"R$ 590.000
                        
Preço abaixo do mercado"
1716,"Apartamento com  Quarto à Venda, 34m²",Rua Murilo do Amaral Ferreira,111,Portão,Curitiba,PR,34,1,1,--,R$ 339.500
1717,"Apartamento com 3 Quartos à Venda, 93m²",Rua Campinas,277,Cabral,Curitiba,PR,93,3,2,2,R$ 585.000
1718,"Apartamento com 3 Quartos à Venda, 68m²",Rua São Vicente Pallotti,197,Cajuru,Curitiba,PR,68,3,2,1,R$ 436.272
1719,"Apartamento com 3 Quartos à Venda, 73m²",Rua Jorge Bonn,146,Tingui,Curitiba,PR,73,3,2,1,"R$ 300.000
                        
Preço abaixo do mercado"
1720,"Apartamento com 2 Quartos à Venda, 52m²",Rua José Marcelino da Silva Júnior,905,Cidade Industrial,Curitiba,PR,52,2,2,1,R$ 306.369
1721,Residencial Casa Milano - 248m²,Rua Martim Afonso,2888,Bigorrilho,Curitiba,PR,248,3,4,4,R$ 4.849.900
1722,"Apartamento com 3 Quartos à Venda, 100m²",N/I,N/I,Boa Vista,Curitiba,PR,100,3,2,2,R$ 710.000
1723,"Apartamento com 3 Quartos à Venda, 70m²",Rua Professor Sebastião Paraná,460,Vila Izabel,Curitiba,PR,70,3,2,1,"R$ 320.000
                        
Preço abaixo do mercado"
1724,"Apartamento com 2 Quartos à Venda, 133m²",Avenida Água Verde,2211,Vila Izabel,Curitiba,PR,133,2,4,2,R$ 990.000
1725,"Apartamento com 3 Quartos à Venda, 133m²",Rua Professor Arthur Loyola,45,Cabral,Curitiba,PR,133,3,5,2,R$ 1.250.000
1726,"Apartamento com 4 Quartos à Venda, 208m²",Rua Chichorro Júnior,N/I,Cabral,Curitiba,PR,208,4,2,3,"R$ 1.500.000
                        
Preço abaixo do mercado"
1727,"Apartamento com 2 Quartos à Venda, 98m²",Rua Doutor Waldemiro Pereira,N/I,Capão Raso,Curitiba,PR,98,2,1,1,R$ 563.000
1728,"Apartamento com 3 Quartos à Venda, 112m²",Rua Monsenhor Ivo Zanlorenzi,N/I,Ecoville,Curitiba,PR,112,3,1,1,R$ 1.421.385
1729,Residencial Casa Milano,Rua Martim Afonso,2888,Bigorrilho,Curitiba,PR,125-315,2-3,3-4,2-4,"De R$ 1.756.900 até R$ 6.046.900
                          
                            R$ 1.756.900"
1730,"Apartamento com 3 Quartos à Venda, 81m²",Avenida Presidente Affonso Camargo,N/I,Jardim Botânico,Curitiba,PR,81,3,2,1,R$ 751.800
1731,"Apartamento com 3 Quartos à Venda, 113m²",Avenida Presidente Kennedy,811,Rebouças,Curitiba,PR,113,3,3,1,R$ 750.000
1732,"Apartamento com 4 Quartos à Venda, 128m²",Rua Silveira Peixoto,380,Água Verde,Curitiba,PR,128,4,3,2,R$ 1.580.000
1733,"Apartamento com 2 Quartos à Venda, 70m²",Rua Professor Pedro Viriato Parigot de Souza,N/I,Cidade Industrial,Curitiba,PR,70,2,1,1,R$ 690.000
1734,"Apartamento com 2 Quartos à Venda, 84m²",N/I,N/I,Mercês,Curitiba,PR,84,2,3,2,R$ 879.000
1735,"Apartamento com 3 Quartos à Venda, 68m²",Rua Assis Figueiredo,1315,Guaíra,Curitiba,PR,68,3,2,1,R$ 370.000
1736,Vila Viçosa,Rua Francisco Lachowski,96,Campina do Siqueira,Curitiba,PR,52-73,2-3,2,1,"De R$ 485.000 até R$ 630.000
                          
                            R$ 485.000"
1737,"Apartamento com 3 Quartos à Venda, 150m²",Avenida Silva Jardim,2733,Seminário,Curitiba,PR,150,3,1,3,R$ 2.335.100
1738,"Apartamento com 2 Quartos à Venda, 70m²",Rua Odilon de Santa Rita Borba,23,Bacacheri,Curitiba,PR,70,2,2,1,R$ 560.000
1739,"Apartamento com 3 Quartos à Venda, 114m²",Rua Doutor Leão Mocellin,N/I,Santa Felicidade,Curitiba,PR,114,3,2,2,R$ 894.900
1740,"Apartamento com 2 Quartos à Venda, 43m²",N/I,N/I,Portão,Curitiba,PR,43,2,1,--,R$ 307.788
1741,"Apartamento com 3 Quartos à Venda, 100m²",Rua Alberto Potier,30,Boa Vista,Curitiba,PR,100,3,3,1,R$ 1.240.000
1742,"Apartamento com 3 Quartos à Venda, 94m²",Rua Bom Jesus,349,Cabral,Curitiba,PR,94,3,1,2,R$ 1.164.687
1743,Terrasse Cadeaux,Rua Guaratuba,211,Ahú,Curitiba,PR,76-141,2-3,3-4,1-2,"De R$ 740.000 até R$ 1.550.000
                          
                            R$ 740.000"
1744,"Apartamento com  Quarto à Venda, 18m²",Avenida Silva Jardim,901,Rebouças,Curitiba,PR,18,1,1,--,R$ 249.900
1745,"Apartamento com 2 Quartos à Venda, 77m²",Rua Pará,900,Água Verde,Curitiba,PR,77,2,2,1,R$ 742.925
1746,"Apartamento com 3 Quartos à Venda, 228m²",Rua Alberto Folloni,N/I,Ahú,Curitiba,PR,228,3,2,3,R$ 2.955.837
1747,"Apartamento com 2 Quartos à Venda, 52m²",Rua Jornalista Caio Machado,1051,Santa Quitéria,Curitiba,PR,52,2,1,1,R$ 385.760
1748,"Apartamento com 3 Quartos à Venda, 101m²",Rua Antônio Lago,100,Boa Vista,Curitiba,PR,101,3,2,2,R$ 949.520
1749,"Apartamento com 3 Quartos à Venda, 98m²",Rua Professor Ulisses Vieira,N/I,Batel,Curitiba,PR,98,3,3,1,R$ 896.500
1750,LUNA,Rua Professor Assis Gonçalves,1490,Água Verde,Curitiba,PR,145-161,3,3,2,"De R$ 1.024.520 até R$ 1.257.186
                          
                            R$ 1.024.520"
1751,"Apartamento com 3 Quartos à Venda, 79m²",Rua Rodrigues Alves,369,Seminário,Curitiba,PR,79,3,4,2,"R$ 830.000
                        
Preço abaixo do mercado"
1752,"Apartamento com 2 Quartos à Venda, 60m²",Rua José Clementino Bettega,120,Capão Raso,Curitiba,PR,60,2,2,1,R$ 489.000
1753,"Apartamento com 3 Quartos à Venda, 108m²",Rua Mariano Torres,573,Centro,Curitiba,PR,108,3,3,3,R$ 1.336.300
1754,"Apartamento com 2 Quartos à Venda, 73m²",N/I,N/I,Cristo Rei,Curitiba,PR,73,2,2,1,R$ 482.000
1755,"Apartamento com 2 Quartos à Venda, 69m²",Rua Engenheiros Rebouças,N/I,Rebouças,Curitiba,PR,69,2,1,2,R$ 650.000
1756,"Apartamento com 3 Quartos à Venda, 77m²",Rua Engenheiros Rebouças,2337,Rebouças,Curitiba,PR,77,3,2,2,R$ 599.000
1757,Muda WF - 53m²,Rua Pará,900,Água Verde,Curitiba,PR,53-61,1-2,2,1,R$ 538.033
1758,"Apartamento com  Quarto à Venda, 33m²",Avenida Sete de Setembro,3050,Centro,Curitiba,PR,33,1,1,--,R$ 210.000
1759,"Apartamento com 3 Quartos à Venda, 153m²",Avenida Visconde de Guarapuava,4125,Batel,Curitiba,PR,153,3,3,4,R$ 1.100.000
1760,"Apartamento com 2 Quartos à Venda, 62m²",Rua Fernandes de Barros,1738,Hugo Lange,Curitiba,PR,62,2,2,1,R$ 697.000
1761,"Apartamento com 3 Quartos à Venda, 176m²",Rua Quintino Bocaiúva,227,Cabral,Curitiba,PR,176,3,4,2,R$ 1.657.000
1762,"Apartamento com 2 Quartos à Venda, 181m²",N/I,N/I,Bigorrilho,Curitiba,PR,181,2,3,4,R$ 3.258.000
1763,"Apartamento com 3 Quartos à Venda, 280m²",Avenida Sete de Setembro,N/I,Seminário,Curitiba,PR,280,3,5,2,"R$ 1.670.000
                        
Preço abaixo do mercado"
1764,"Apartamento com 3 Quartos à Venda, 118m²",Rua Padre Agostinho,1221,Mercês,Curitiba,PR,118,3,4,2,R$ 1.600.000
1765,MUDA WF - 73m²,Rua Pará,900,Água Verde,Curitiba,PR,73-77,1-3,2,1,R$ 762.229
1766,"Apartamento com 3 Quartos à Venda, 148m²",Rua Padre Antônio,235,Alto da Glória,Curitiba,PR,148,3,3,3,R$ 2.080.000
1767,"Apartamento com 2 Quartos à Venda, 68m²",Rua Jerônimo Durski,1624,Bigorrilho,Curitiba,PR,68,2,2,1,R$ 688.069
1768,"Apartamento com 3 Quartos à Venda, 87m²",Rua Rosa Kaint Nadolny,N/I,Campo Comprido,Curitiba,PR,87,3,2,2,R$ 1.016.495
1769,"Apartamento com 2 Quartos à Venda, 57m²",Rua Brasílio Bacellar Filho,944,Tingui,Curitiba,PR,57,2,1,1,R$ 398.900
1770,"Apartamento com 3 Quartos à Venda, 90m²",Rua Coronel Ottoni Maciel,N/I,Vila Izabel,Curitiba,PR,90,3,2,1,R$ 902.500
1771,"Apartamento com  Quarto à Venda, 34m²",Rua Murilo do Amaral Ferreira,111,Portão,Curitiba,PR,34,1,1,--,R$ 339.500
1772,Residencial Varanda Barigui,Rua Jerônimo Durski,1557,Bigorrilho,Curitiba,PR,134-260,2-3,3-4,2-4,"De R$ 1.991.700 até R$ 4.577.000
                          
                            R$ 1.991.700"
1773,"Apartamento com 3 Quartos à Venda, 93m²",Rua Campinas,277,Cabral,Curitiba,PR,93,3,2,2,R$ 585.000
1774,"Apartamento com 3 Quartos à Venda, 68m²",Rua São Vicente Pallotti,197,Cajuru,Curitiba,PR,68,3,2,1,R$ 436.272
1775,"Apartamento com 3 Quartos à Venda, 73m²",Rua Jorge Bonn,146,Tingui,Curitiba,PR,73,3,2,1,"R$ 300.000
                        
Preço abaixo do mercado"
1776,"Apartamento com 2 Quartos à Venda, 52m²",Rua José Marcelino da Silva Júnior,905,Cidade Industrial,Curitiba,PR,52,2,2,1,R$ 306.369
1777,"Apartamento com 3 Quartos à Venda, 98m²",Avenida Presidente Kennedy,3486,Água Verde,Curitiba,PR,98,3,2,1,R$ 620.000
1778,"Apartamento com 3 Quartos à Venda, 70m²",Rua Professor Sebastião Paraná,460,Vila Izabel,Curitiba,PR,70,3,2,1,"R$ 320.000
                        
Preço abaixo do mercado"
1779,Residencial Varanda Barigui - 165m²,Rua Jerônimo Durski,1557,Bigorrilho,Curitiba,PR,165,3,4,3,R$ 1.991.700
1780,"Apartamento com 2 Quartos à Venda, 133m²",Avenida Água Verde,2211,Vila Izabel,Curitiba,PR,133,2,4,2,R$ 990.000
1781,"Apartamento com 3 Quartos à Venda, 133m²",Rua Professor Arthur Loyola,45,Cabral,Curitiba,PR,133,3,5,2,R$ 1.250.000
1782,"Apartamento com 4 Quartos à Venda, 208m²",Rua Chichorro Júnior,N/I,Cabral,Curitiba,PR,208,4,2,3,"R$ 1.500.000
                        
Preço abaixo do mercado"
1783,"Apartamento com 2 Quartos à Venda, 98m²",Rua Doutor Waldemiro Pereira,N/I,Capão Raso,Curitiba,PR,98,2,1,1,R$ 563.000
1784,"Apartamento com 3 Quartos à Venda, 165m²",Rua Comendador Fontana,279,Centro Cívico,Curitiba,PR,165,3,3,1,"R$ 599.900
                        
Preço abaixo do mercado"
1785,"Apartamento com  Quarto à Venda, 61m²",Avenida Cândido de Abreu,N/I,Centro Cívico,Curitiba,PR,61,1,2,1,R$ 920.000
1786,Residencial Varanda Barigui - 158m²,Rua Jerônimo Durski,1557,Bigorrilho,Curitiba,PR,158,2,3,2,R$ 2.309.000
1787,"Apartamento com 2 Quartos à Venda, 200m²",Rua Marechal José Bernardino Bormann,N/I,Bigorrilho,Curitiba,PR,200,2,3,2,R$ 890.000
1788,"Apartamento com 3 Quartos à Venda, 161m²",Rua Ubaldino do Amaral,1414,Centro,Curitiba,PR,161,3,3,2,"R$ 699.000
                        
Preço abaixo do mercado"
1789,"Apartamento com 3 Quartos à Venda, 62m²",Rua Rodolfo Bernardelli,506,Uberaba,Curitiba,PR,62,3,1,1,R$ 299.000
1790,"Apartamento com 2 Quartos à Venda, 82m²",Rua Coronel Amazonas Marcondes,292,Cabral,Curitiba,PR,82,2,2,1,R$ 840.812
1791,"Apartamento com  Quarto à Venda, 26m²",Rua Edmundo Alberto Mercer,425,Tingui,Curitiba,PR,26,1,1,1,R$ 219.900
1792,"Apartamento com 3 Quartos à Venda, 150m²",Alameda Princesa Izabel,2549,Bigorrilho,Curitiba,PR,150,3,5,3,R$ 2.361.171
1793,Residencial Varanda Barigui - 260m²,Rua Jerônimo Durski,1557,Bigorrilho,Curitiba,PR,260,3,4,4,R$ 4.577.000
1794,"Apartamento com 3 Quartos à Venda, 191m²",Avenida Iguaçu,N/I,Água Verde,Curitiba,PR,191,3,5,2,R$ 1.802.000
1795,"Apartamento com 4 Quartos à Venda, 142m²",Rua Buenos Aires,286,Batel,Curitiba,PR,142,4,3,2,R$ 940.000
1796,"Apartamento com 4 Quartos à Venda, 230m²",Rua São Pedro,61,Cabral,Curitiba,PR,230,4,5,3,R$ 2.065.000
1797,"Apartamento com 3 Quartos à Venda, 120m²",Rua Euzébio da Motta,328,Juvevê,Curitiba,PR,120,3,4,2,R$ 1.330.000
1798,"Apartamento com 2 Quartos à Venda, 78m²",Rua Monsenhor Ivo Zanlorenzi,5340,Campina do Siqueira,Curitiba,PR,78,2,2,1,R$ 776.507
1799,"Apartamento com 3 Quartos à Venda, 175m²",Avenida Iguaçu,N/I,Água Verde,Curitiba,PR,175,3,4,2,R$ 1.250.000
1800,"Apartamento com  Quarto à Venda, 35m²",Rua Capitão Souza Franco,336,Batel,Curitiba,PR,35,1,1,--,R$ 510.600
1801,Residencial Varanda Barigui - 260m²,Rua Jerônimo Durski,1557,Bigorrilho,Curitiba,PR,260,3,4,4,R$ 4.577.000
1802,"Apartamento com 3 Quartos à Venda, 125m²",Rua Manoel Eufrásio,N/I,Juvevê,Curitiba,PR,125,3,4,2,R$ 1.282.000
1803,"Apartamento com  Quarto à Venda, 73m²",Avenida do Batel,1550,Batel,Curitiba,PR,73,1,2,1,R$ 990.000
1804,"Apartamento com 3 Quartos à Venda, 166m²",Rua Raul Joaquim Quadros Gomes,85,Tarumã,Curitiba,PR,166,3,3,3,"R$ 950.000
                        
Preço abaixo do mercado"
1805,"Apartamento com 3 Quartos à Venda, 124m²",Avenida Presidente Affonso Camargo,2467,Jardim Botânico,Curitiba,PR,124,3,3,2,R$ 1.490.000
1806,"Apartamento com  Quarto à Venda, 27m²",N/I,N/I,Água Verde,Curitiba,PR,27,1,1,--,R$ 272.700
1807,"Apartamento com 3 Quartos à Venda, 67m²",N/I,N/I,Santa Cândida,Curitiba,PR,67,3,1,--,R$ 270.000
1808,Villa UV,Rua Professor Ulisses Vieira,427,Vila Izabel,Curitiba,PR,67-179,2,2-3,1-2,R$ 659.637
1809,"Apartamento com 3 Quartos à Venda, 128m²",Rua Teixeira Soares,N/I,Seminário,Curitiba,PR,128,3,4,2,R$ 1.881.170
1810,"Apartamento com 2 Quartos à Venda, 57m²",Rua Assis Figueiredo,1315,Guaíra,Curitiba,PR,57,2,2,1,R$ 320.000
1811,"Apartamento com  Quarto à Venda, 30m²",Rua Professor Luiz César,N/I,Água Verde,Curitiba,PR,30,1,1,--,R$ 289.000
1812,"Apartamento com 2 Quartos à Venda, 57m²",Rua Irmãs Paulinas,5161,Novo Mundo,Curitiba,PR,57,2,2,1,R$ 473.900
1813,"Apartamento com 4 Quartos à Venda, 208m²",Rua Chichorro Júnior,N/I,Ahú,Curitiba,PR,208,4,2,3,"R$ 1.350.000
                        
Preço abaixo do mercado"
1814,"Apartamento com 2 Quartos à Venda, 64m²",N/I,N/I,Capão Raso,Curitiba,PR,64,2,1,1,R$ 480.000
1815,CROMA,Rua Jerônimo Durski,1624,Bigorrilho,Curitiba,PR,68-158,2-3,1-3,2-3,"De R$ 679.489 até R$ 2.177.898
                          
                            R$ 679.489"
1816,"Apartamento com 2 Quartos à Venda, 58m²",N/I,N/I,Capão Raso,Curitiba,PR,58,2,1,1,R$ 318.000
1817,"Apartamento com 4 Quartos à Venda, 430m²",Rua Alberto Folloni,515,Juvevê,Curitiba,PR,430,4,6,4,R$ 6.788.800
1818,"Apartamento com  Quarto à Venda, 34m²",Rua Nelson Antônio Farias,122,Fanny,Curitiba,PR,34,1,1,--,R$ 236.000
1819,"Apartamento com 2 Quartos à Venda, 98m²",Rua Doutor Waldemiro Pereira,N/I,Capão Raso,Curitiba,PR,98,2,2,1,R$ 563.000
1820,"Apartamento com  Quarto à Venda, 46m²",Avenida do Batel,1550,Batel,Curitiba,PR,46,1,1,1,R$ 790.000
1821,"Apartamento com 4 Quartos à Venda, 372m²",Rua Saldanha Marinho,1850,Bigorrilho,Curitiba,PR,372,4,6,5,R$ 8.093.400
1822,Piemonte Croma,Rua Jerônimo Durski,1624,Bigorrilho,Curitiba,PR,68-154,2-3,1,1-2,R$ 668.340
1823,"Apartamento com 2 Quartos à Venda, 67m²",Rua General Carneiro,N/I,Centro,Curitiba,PR,67,2,3,2,R$ 816.000
1824,"Apartamento com 4 Quartos à Venda, 241m²",Rua Marechal Hermes,153,Centro Cívico,Curitiba,PR,241,4,6,3,"R$ 1.500.000
                        
Preço abaixo do mercado"
1825,"Apartamento com 2 Quartos à Venda, 183m²",Rua Belo Horizonte,372,Batel,Curitiba,PR,183,2,2,2,"R$ 1.000.000
                        
Preço abaixo do mercado"
1826,"Apartamento com 3 Quartos à Venda, 60m²",Rua Mauá,266,Alto da Glória,Curitiba,PR,60,3,2,1,R$ 480.000
1827,"Apartamento com 3 Quartos à Venda, 136m²",Rua Monsenhor Manoel Vicente,N/I,Água Verde,Curitiba,PR,136,3,2,2,R$ 993.749
1828,"Apartamento com 3 Quartos à Venda, 128m²",Rua Doutor Manoel Pedro,N/I,Cabral,Curitiba,PR,128,3,4,2,"R$ 958.000
                        
Preço abaixo do mercado"
1829,Residencial Vizione - 126m²,Rua Pedro Collere,299,Vila Izabel,Curitiba,PR,126,4,2,2,R$ 1.211.388
1830,"Apartamento com 3 Quartos à Venda, 105m²",Rua Constantino Marochi,447,Alto da Glória,Curitiba,PR,105,3,3,2,R$ 1.100.000
1831,"Apartamento com 3 Quartos à Venda, 169m²",Rua João Negrão,140,Centro,Curitiba,PR,169,3,2,--,"R$ 385.000
                        
Preço abaixo do mercado"
1832,"Apartamento com 3 Quartos à Venda, 166m²",Rua Jerônimo Durski,1557,Barigui,Curitiba,PR,166,3,3,6,R$ 2.213.000
1833,"Apartamento com 3 Quartos à Venda, 83m²",Rua Marechal Mallet,334,Ahú,Curitiba,PR,83,3,1,1,"R$ 430.000
                        
Preço abaixo do mercado"
1834,"Apartamento com 3 Quartos à Venda, 240m²",Rua São Pedro,42,Cabral,Curitiba,PR,240,3,5,3,R$ 3.299.000
1835,"Apartamento com 3 Quartos à Venda, 108m²",Rua Alferes Ângelo Sampaio,2525,Bigorrilho,Curitiba,PR,108,3,3,2,R$ 1.435.779
1836,"Apartamento com 3 Quartos à Venda, 98m²",Avenida Presidente Kennedy,3486,Água Verde,Curitiba,PR,98,3,2,1,R$ 620.000
1837,Residencial Vizione - 245m²,Rua Pedro Collere,299,Vila Izabel,Curitiba,PR,245,4,2,3,R$ 1.828.099
1838,"Apartamento com 2 Quartos à Venda, 133m²",Avenida Água Verde,2211,Vila Izabel,Curitiba,PR,133,2,4,2,R$ 990.000
1839,"Apartamento com 3 Quartos à Venda, 133m²",Rua Professor Arthur Loyola,45,Cabral,Curitiba,PR,133,3,5,2,R$ 1.250.000
1840,"Apartamento com 4 Quartos à Venda, 208m²",Rua Chichorro Júnior,N/I,Cabral,Curitiba,PR,208,4,2,3,"R$ 1.500.000
                        
Preço abaixo do mercado"
1841,"Apartamento com 3 Quartos à Venda, 165m²",Rua Comendador Fontana,279,Centro Cívico,Curitiba,PR,165,3,3,1,"R$ 599.900
                        
Preço abaixo do mercado"
1842,"Apartamento com  Quarto à Venda, 61m²",Avenida Cândido de Abreu,N/I,Centro Cívico,Curitiba,PR,61,1,2,1,R$ 920.000
1843,"Apartamento com 2 Quartos à Venda, 200m²",Rua Marechal José Bernardino Bormann,N/I,Bigorrilho,Curitiba,PR,200,2,3,2,R$ 890.000
1844,Residencial Vizione,Rua Pedro Collere,299,Vila Izabel,Curitiba,PR,126-245,4,2,2-3,"De R$ 1.211.388 até R$ 1.828.099
                          
                            R$ 1.211.388"
1845,"Apartamento com 3 Quartos à Venda, 62m²",Rua Rodolfo Bernardelli,506,Uberaba,Curitiba,PR,62,3,1,1,R$ 299.000
